target_end_date,target,location,observation
2023-08-05,wk inc flu hosp,33,1
2023-08-05,wk inc flu hosp,34,16
2023-08-05,wk inc flu hosp,35,1
2023-08-05,wk inc flu hosp,32,6
2023-08-05,wk inc flu hosp,36,30
2023-08-05,wk inc flu hosp,39,9
2023-08-05,wk inc flu hosp,40,6
2023-08-05,wk inc flu hosp,41,4
2023-08-05,wk inc flu hosp,42,47
2023-08-05,wk inc flu hosp,72,31
2023-08-05,wk inc flu hosp,44,0
2023-08-05,wk inc flu hosp,45,17
2023-08-05,wk inc flu hosp,46,0
2023-08-05,wk inc flu hosp,47,25
2023-08-05,wk inc flu hosp,48,93
2023-08-05,wk inc flu hosp,US,680
2023-08-05,wk inc flu hosp,49,1
2023-08-05,wk inc flu hosp,51,32
2023-08-05,wk inc flu hosp,50,0
2023-08-05,wk inc flu hosp,53,18
2023-08-05,wk inc flu hosp,55,1
2023-08-05,wk inc flu hosp,54,1
2023-08-05,wk inc flu hosp,56,0
2023-08-12,wk inc flu hosp,02,1
2023-08-12,wk inc flu hosp,01,8
2023-08-12,wk inc flu hosp,05,10
2023-08-12,wk inc flu hosp,04,6
2023-08-12,wk inc flu hosp,06,33
2023-08-12,wk inc flu hosp,08,1
2023-08-12,wk inc flu hosp,09,7
2023-08-12,wk inc flu hosp,11,1
2023-08-12,wk inc flu hosp,10,1
2023-08-12,wk inc flu hosp,12,150
2023-08-12,wk inc flu hosp,13,24
2023-08-12,wk inc flu hosp,15,6
2023-08-12,wk inc flu hosp,19,0
2023-08-12,wk inc flu hosp,16,2
2023-08-12,wk inc flu hosp,17,13
2023-08-12,wk inc flu hosp,18,6
2023-08-12,wk inc flu hosp,20,2
2023-08-12,wk inc flu hosp,21,6
2023-08-12,wk inc flu hosp,22,6
2023-08-12,wk inc flu hosp,25,10
2023-08-12,wk inc flu hosp,24,5
2023-08-12,wk inc flu hosp,23,0
2023-08-12,wk inc flu hosp,26,12
2023-08-12,wk inc flu hosp,27,0
2023-08-12,wk inc flu hosp,29,11
2023-08-12,wk inc flu hosp,28,26
2023-08-12,wk inc flu hosp,30,0
2023-08-12,wk inc flu hosp,37,10
2023-08-12,wk inc flu hosp,38,1
2023-08-12,wk inc flu hosp,31,1
2023-08-12,wk inc flu hosp,33,1
2023-08-12,wk inc flu hosp,34,5
2023-08-12,wk inc flu hosp,35,1
2023-08-12,wk inc flu hosp,32,6
2023-08-12,wk inc flu hosp,36,23
2023-08-12,wk inc flu hosp,39,9
2023-08-12,wk inc flu hosp,40,11
2023-08-12,wk inc flu hosp,41,5
2023-08-12,wk inc flu hosp,42,37
2023-08-12,wk inc flu hosp,72,41
2023-08-12,wk inc flu hosp,44,0
2023-08-12,wk inc flu hosp,45,8
2023-08-12,wk inc flu hosp,46,0
2023-08-12,wk inc flu hosp,47,27
2023-08-12,wk inc flu hosp,48,118
2023-08-12,wk inc flu hosp,US,709
2023-08-12,wk inc flu hosp,49,1
2023-08-12,wk inc flu hosp,51,32
2023-08-12,wk inc flu hosp,50,0
2023-08-12,wk inc flu hosp,53,18
2023-08-12,wk inc flu hosp,55,5
2023-08-12,wk inc flu hosp,54,1
2023-08-12,wk inc flu hosp,56,1
2023-08-19,wk inc flu hosp,02,2
2023-08-19,wk inc flu hosp,01,10
2023-08-19,wk inc flu hosp,05,8
2023-08-19,wk inc flu hosp,04,10
2023-08-19,wk inc flu hosp,06,27
2023-08-19,wk inc flu hosp,08,1
2023-08-19,wk inc flu hosp,09,4
2023-08-19,wk inc flu hosp,11,1
2023-08-19,wk inc flu hosp,10,0
2023-08-19,wk inc flu hosp,12,163
2023-08-19,wk inc flu hosp,13,22
2023-08-19,wk inc flu hosp,15,4
2023-08-19,wk inc flu hosp,19,3
2023-08-19,wk inc flu hosp,16,3
2023-08-19,wk inc flu hosp,17,10
2023-08-19,wk inc flu hosp,18,6
2023-08-19,wk inc flu hosp,20,1
2023-08-19,wk inc flu hosp,21,12
2023-08-19,wk inc flu hosp,22,12
2023-08-19,wk inc flu hosp,25,5
2023-08-19,wk inc flu hosp,24,5
2023-08-19,wk inc flu hosp,23,2
2023-08-19,wk inc flu hosp,26,16
2023-08-19,wk inc flu hosp,27,0
2023-08-19,wk inc flu hosp,29,9
2023-08-19,wk inc flu hosp,28,38
2023-08-19,wk inc flu hosp,30,0
2023-08-19,wk inc flu hosp,37,14
2023-08-19,wk inc flu hosp,38,0
2023-08-19,wk inc flu hosp,31,1
2023-08-19,wk inc flu hosp,33,0
2023-08-19,wk inc flu hosp,34,12
2023-08-19,wk inc flu hosp,35,2
2023-08-19,wk inc flu hosp,32,3
2023-08-19,wk inc flu hosp,36,15
2023-08-19,wk inc flu hosp,39,9
2023-08-19,wk inc flu hosp,40,21
2023-08-19,wk inc flu hosp,41,1
2023-08-19,wk inc flu hosp,42,44
2023-08-19,wk inc flu hosp,72,30
2023-08-19,wk inc flu hosp,44,0
2023-08-19,wk inc flu hosp,45,15
2023-08-19,wk inc flu hosp,46,2
2023-08-19,wk inc flu hosp,47,22
2023-08-19,wk inc flu hosp,48,126
2023-08-19,wk inc flu hosp,US,764
2023-08-19,wk inc flu hosp,49,0
2023-08-19,wk inc flu hosp,51,39
2023-08-19,wk inc flu hosp,50,0
2023-08-19,wk inc flu hosp,53,24
2023-08-19,wk inc flu hosp,55,2
2023-08-19,wk inc flu hosp,54,8
2023-08-19,wk inc flu hosp,56,0
2023-08-26,wk inc flu hosp,02,0
2023-08-26,wk inc flu hosp,01,12
2023-08-26,wk inc flu hosp,05,8
2023-08-26,wk inc flu hosp,04,13
2023-08-26,wk inc flu hosp,06,30
2023-08-26,wk inc flu hosp,08,4
2023-08-26,wk inc flu hosp,09,11
2023-08-26,wk inc flu hosp,11,2
2023-08-26,wk inc flu hosp,10,0
2023-08-26,wk inc flu hosp,12,152
2023-08-26,wk inc flu hosp,13,27
2023-08-26,wk inc flu hosp,15,6
2023-08-26,wk inc flu hosp,19,2
2023-08-26,wk inc flu hosp,16,0
2023-08-26,wk inc flu hosp,17,11
2023-08-26,wk inc flu hosp,18,9
2023-08-26,wk inc flu hosp,20,3
2023-08-26,wk inc flu hosp,21,7
2023-08-26,wk inc flu hosp,22,11
2023-08-26,wk inc flu hosp,25,12
2023-08-26,wk inc flu hosp,24,4
2023-08-26,wk inc flu hosp,23,0
2023-08-26,wk inc flu hosp,26,11
2023-08-26,wk inc flu hosp,27,3
2023-08-26,wk inc flu hosp,29,7
2023-08-26,wk inc flu hosp,28,43
2023-08-26,wk inc flu hosp,30,0
2023-08-26,wk inc flu hosp,37,9
2023-08-26,wk inc flu hosp,38,1
2023-08-26,wk inc flu hosp,31,4
2023-08-26,wk inc flu hosp,33,0
2023-08-26,wk inc flu hosp,34,15
2023-08-26,wk inc flu hosp,35,1
2023-08-26,wk inc flu hosp,32,4
2023-08-26,wk inc flu hosp,36,19
2023-08-26,wk inc flu hosp,39,17
2023-08-26,wk inc flu hosp,40,15
2023-08-26,wk inc flu hosp,41,4
2023-08-26,wk inc flu hosp,42,43
2023-08-26,wk inc flu hosp,72,54
2023-08-26,wk inc flu hosp,44,0
2023-08-26,wk inc flu hosp,45,18
2023-08-26,wk inc flu hosp,46,0
2023-08-26,wk inc flu hosp,47,27
2023-08-26,wk inc flu hosp,48,110
2023-08-26,wk inc flu hosp,US,786
2023-08-26,wk inc flu hosp,49,0
2023-08-26,wk inc flu hosp,51,29
2023-08-26,wk inc flu hosp,50,0
2023-08-26,wk inc flu hosp,53,25
2023-08-26,wk inc flu hosp,55,1
2023-08-26,wk inc flu hosp,54,2
2023-08-26,wk inc flu hosp,56,0
2023-09-02,wk inc flu hosp,02,2
2023-09-02,wk inc flu hosp,01,12
2023-09-02,wk inc flu hosp,05,8
2023-09-02,wk inc flu hosp,04,14
2023-09-02,wk inc flu hosp,06,40
2023-09-02,wk inc flu hosp,08,2
2023-09-02,wk inc flu hosp,09,3
2023-09-02,wk inc flu hosp,11,0
2023-09-02,wk inc flu hosp,10,0
2023-09-02,wk inc flu hosp,12,165
2023-09-02,wk inc flu hosp,13,28
2023-09-02,wk inc flu hosp,15,7
2023-09-02,wk inc flu hosp,19,3
2023-09-02,wk inc flu hosp,16,0
2023-09-02,wk inc flu hosp,17,10
2023-09-02,wk inc flu hosp,18,5
2023-09-02,wk inc flu hosp,20,3
2023-09-02,wk inc flu hosp,21,16
2023-09-02,wk inc flu hosp,22,15
2023-09-02,wk inc flu hosp,25,13
2023-09-02,wk inc flu hosp,24,5
2023-09-02,wk inc flu hosp,23,0
2023-09-02,wk inc flu hosp,26,11
2023-09-02,wk inc flu hosp,27,0
2023-09-02,wk inc flu hosp,29,7
2023-09-02,wk inc flu hosp,28,40
2023-09-02,wk inc flu hosp,30,0
2023-09-02,wk inc flu hosp,37,17
2023-09-02,wk inc flu hosp,38,0
2023-09-02,wk inc flu hosp,31,1
2023-09-02,wk inc flu hosp,33,4
2023-09-02,wk inc flu hosp,34,10
2023-09-02,wk inc flu hosp,35,4
2023-09-02,wk inc flu hosp,32,3
2023-09-02,wk inc flu hosp,36,41
2023-09-02,wk inc flu hosp,39,14
2023-09-02,wk inc flu hosp,40,14
2023-09-02,wk inc flu hosp,41,2
2023-09-02,wk inc flu hosp,42,41
2023-09-02,wk inc flu hosp,72,58
2023-09-02,wk inc flu hosp,44,0
2023-09-02,wk inc flu hosp,45,11
2023-09-02,wk inc flu hosp,46,1
2023-09-02,wk inc flu hosp,47,27
2023-09-02,wk inc flu hosp,48,121
2023-09-02,wk inc flu hosp,US,849
2023-09-02,wk inc flu hosp,49,1
2023-09-02,wk inc flu hosp,51,27
2023-09-02,wk inc flu hosp,50,0
2023-09-02,wk inc flu hosp,53,38
2023-09-02,wk inc flu hosp,55,4
2023-09-02,wk inc flu hosp,54,1
2023-09-02,wk inc flu hosp,56,0
2023-09-09,wk inc flu hosp,02,2
2023-09-09,wk inc flu hosp,01,7
2023-09-09,wk inc flu hosp,05,6
2023-09-09,wk inc flu hosp,04,10
2023-09-09,wk inc flu hosp,06,44
2023-09-09,wk inc flu hosp,08,7
2023-09-09,wk inc flu hosp,09,1
2023-09-09,wk inc flu hosp,11,1
2023-09-09,wk inc flu hosp,10,0
2023-09-09,wk inc flu hosp,12,151
2023-09-09,wk inc flu hosp,13,30
2023-09-09,wk inc flu hosp,15,5
2023-09-09,wk inc flu hosp,19,1
2023-09-09,wk inc flu hosp,16,2
2023-09-09,wk inc flu hosp,17,14
2023-09-09,wk inc flu hosp,18,6
2023-09-09,wk inc flu hosp,20,8
2023-09-09,wk inc flu hosp,21,13
2023-09-09,wk inc flu hosp,22,11
2023-09-09,wk inc flu hosp,25,10
2023-09-09,wk inc flu hosp,24,4
2023-09-09,wk inc flu hosp,23,0
2023-09-09,wk inc flu hosp,26,3
2023-09-09,wk inc flu hosp,27,0
2023-09-09,wk inc flu hosp,29,13
2023-09-09,wk inc flu hosp,28,17
2023-09-09,wk inc flu hosp,30,1
2023-09-09,wk inc flu hosp,37,8
2023-09-09,wk inc flu hosp,38,0
2023-09-09,wk inc flu hosp,31,1
2023-09-09,wk inc flu hosp,33,1
2023-09-09,wk inc flu hosp,34,14
2023-09-09,wk inc flu hosp,35,3
2023-09-09,wk inc flu hosp,32,4
2023-09-09,wk inc flu hosp,36,19
2023-09-09,wk inc flu hosp,39,14
2023-09-09,wk inc flu hosp,40,20
2023-09-09,wk inc flu hosp,41,3
2023-09-09,wk inc flu hosp,42,43
2023-09-09,wk inc flu hosp,72,50
2023-09-09,wk inc flu hosp,44,0
2023-09-09,wk inc flu hosp,45,23
2023-09-09,wk inc flu hosp,46,3
2023-09-09,wk inc flu hosp,47,45
2023-09-09,wk inc flu hosp,48,112
2023-09-09,wk inc flu hosp,US,809
2023-09-09,wk inc flu hosp,49,3
2023-09-09,wk inc flu hosp,51,36
2023-09-09,wk inc flu hosp,50,1
2023-09-09,wk inc flu hosp,53,36
2023-09-09,wk inc flu hosp,55,1
2023-09-09,wk inc flu hosp,54,2
2023-09-09,wk inc flu hosp,56,0
2023-09-16,wk inc flu hosp,02,5
2023-09-16,wk inc flu hosp,01,19
2023-09-16,wk inc flu hosp,05,8
2023-09-16,wk inc flu hosp,04,7
2023-09-16,wk inc flu hosp,06,43
2023-09-16,wk inc flu hosp,08,2
2023-09-16,wk inc flu hosp,09,9
2023-09-16,wk inc flu hosp,11,0
2023-09-16,wk inc flu hosp,10,0
2023-09-16,wk inc flu hosp,12,155
2023-09-16,wk inc flu hosp,13,27
2023-09-16,wk inc flu hosp,15,10
2023-09-16,wk inc flu hosp,19,0
2023-09-16,wk inc flu hosp,16,0
2023-09-16,wk inc flu hosp,17,20
2023-09-16,wk inc flu hosp,18,9
2023-09-16,wk inc flu hosp,20,3
2023-09-16,wk inc flu hosp,21,6
2023-09-16,wk inc flu hosp,22,15
2023-09-16,wk inc flu hosp,25,6
2023-09-16,wk inc flu hosp,24,2
2023-09-16,wk inc flu hosp,23,0
2023-09-16,wk inc flu hosp,26,9
2023-09-16,wk inc flu hosp,27,2
2023-09-16,wk inc flu hosp,29,9
2023-09-16,wk inc flu hosp,28,22
2023-09-16,wk inc flu hosp,30,1
2023-09-16,wk inc flu hosp,37,13
2023-09-16,wk inc flu hosp,38,0
2023-09-16,wk inc flu hosp,31,0
2023-09-16,wk inc flu hosp,33,0
2023-09-16,wk inc flu hosp,34,10
2023-09-16,wk inc flu hosp,35,10
2023-09-16,wk inc flu hosp,32,1
2023-09-16,wk inc flu hosp,36,12
2023-09-16,wk inc flu hosp,39,7
2023-09-16,wk inc flu hosp,40,14
2023-09-16,wk inc flu hosp,41,7
2023-09-16,wk inc flu hosp,42,47
2023-09-16,wk inc flu hosp,72,64
2023-09-16,wk inc flu hosp,44,2
2023-09-16,wk inc flu hosp,45,27
2023-09-16,wk inc flu hosp,46,0
2023-09-16,wk inc flu hosp,47,31
2023-09-16,wk inc flu hosp,48,126
2023-09-16,wk inc flu hosp,US,819
2023-09-16,wk inc flu hosp,49,2
2023-09-16,wk inc flu hosp,51,34
2023-09-16,wk inc flu hosp,50,1
2023-09-16,wk inc flu hosp,53,13
2023-09-16,wk inc flu hosp,55,3
2023-09-16,wk inc flu hosp,54,6
2023-09-16,wk inc flu hosp,56,0
2023-09-23,wk inc flu hosp,02,7
2023-09-23,wk inc flu hosp,01,10
2023-09-23,wk inc flu hosp,05,6
2023-09-23,wk inc flu hosp,04,10
2023-09-23,wk inc flu hosp,06,50
2023-09-23,wk inc flu hosp,08,10
2023-09-23,wk inc flu hosp,09,17
2023-09-23,wk inc flu hosp,11,1
2023-09-23,wk inc flu hosp,10,0
2023-09-23,wk inc flu hosp,12,172
2023-09-23,wk inc flu hosp,13,30
2023-09-23,wk inc flu hosp,15,4
2023-09-23,wk inc flu hosp,19,0
2023-09-23,wk inc flu hosp,16,3
2023-09-23,wk inc flu hosp,17,22
2023-09-23,wk inc flu hosp,18,16
2023-09-23,wk inc flu hosp,20,4
2023-09-23,wk inc flu hosp,21,13
2023-09-23,wk inc flu hosp,22,18
2023-09-23,wk inc flu hosp,25,7
2023-09-23,wk inc flu hosp,24,6
2023-09-23,wk inc flu hosp,23,1
2023-09-23,wk inc flu hosp,26,16
2023-09-23,wk inc flu hosp,27,3
2023-09-23,wk inc flu hosp,29,16
2023-09-23,wk inc flu hosp,28,17
2023-09-23,wk inc flu hosp,30,4
2023-09-23,wk inc flu hosp,37,11
2023-09-23,wk inc flu hosp,38,1
2023-09-23,wk inc flu hosp,31,6
2023-09-23,wk inc flu hosp,33,3
2023-09-23,wk inc flu hosp,34,30
2023-09-23,wk inc flu hosp,35,9
2023-09-23,wk inc flu hosp,32,4
2023-09-23,wk inc flu hosp,36,26
2023-09-23,wk inc flu hosp,39,10
2023-09-23,wk inc flu hosp,40,15
2023-09-23,wk inc flu hosp,41,7
2023-09-23,wk inc flu hosp,42,54
2023-09-23,wk inc flu hosp,72,91
2023-09-23,wk inc flu hosp,44,1
2023-09-23,wk inc flu hosp,45,32
2023-09-23,wk inc flu hosp,46,0
2023-09-23,wk inc flu hosp,47,30
2023-09-23,wk inc flu hosp,48,134
2023-09-23,wk inc flu hosp,US,992
2023-09-23,wk inc flu hosp,49,3
2023-09-23,wk inc flu hosp,51,49
2023-09-23,wk inc flu hosp,50,0
2023-09-23,wk inc flu hosp,53,5
2023-09-23,wk inc flu hosp,55,2
2023-09-23,wk inc flu hosp,54,6
2023-09-23,wk inc flu hosp,56,0
2023-09-30,wk inc flu hosp,02,8
2023-09-30,wk inc flu hosp,01,24
2023-09-30,wk inc flu hosp,05,10
2023-09-30,wk inc flu hosp,04,24
2023-09-30,wk inc flu hosp,06,42
2023-09-30,wk inc flu hosp,08,11
2023-09-30,wk inc flu hosp,09,8
2023-09-30,wk inc flu hosp,11,0
2023-09-30,wk inc flu hosp,10,0
2023-09-30,wk inc flu hosp,12,190
2023-09-30,wk inc flu hosp,13,40
2023-09-30,wk inc flu hosp,15,12
2023-09-30,wk inc flu hosp,19,4
2023-09-30,wk inc flu hosp,16,3
2023-09-30,wk inc flu hosp,17,18
2023-09-30,wk inc flu hosp,18,11
2023-09-30,wk inc flu hosp,20,5
2023-09-30,wk inc flu hosp,21,15
2023-09-30,wk inc flu hosp,22,14
2023-09-30,wk inc flu hosp,25,20
2023-09-30,wk inc flu hosp,24,5
2023-09-30,wk inc flu hosp,23,1
2023-09-30,wk inc flu hosp,26,13
2023-09-30,wk inc flu hosp,27,3
2023-09-30,wk inc flu hosp,29,13
2023-09-30,wk inc flu hosp,28,21
2023-09-30,wk inc flu hosp,30,3
2023-09-30,wk inc flu hosp,37,19
2023-09-30,wk inc flu hosp,38,3
2023-09-30,wk inc flu hosp,31,1
2023-09-30,wk inc flu hosp,33,0
2023-09-30,wk inc flu hosp,34,11
2023-09-30,wk inc flu hosp,35,6
2023-09-30,wk inc flu hosp,32,7
2023-09-30,wk inc flu hosp,36,40
2023-09-30,wk inc flu hosp,39,17
2023-09-30,wk inc flu hosp,40,29
2023-09-30,wk inc flu hosp,41,4
2023-09-30,wk inc flu hosp,42,59
2023-09-30,wk inc flu hosp,72,92
2023-09-30,wk inc flu hosp,44,0
2023-09-30,wk inc flu hosp,45,25
2023-09-30,wk inc flu hosp,46,2
2023-09-30,wk inc flu hosp,47,47
2023-09-30,wk inc flu hosp,48,120
2023-09-30,wk inc flu hosp,US,1089
2023-09-30,wk inc flu hosp,49,3
2023-09-30,wk inc flu hosp,51,56
2023-09-30,wk inc flu hosp,50,1
2023-09-30,wk inc flu hosp,53,13
2023-09-30,wk inc flu hosp,55,8
2023-09-30,wk inc flu hosp,54,6
2023-09-30,wk inc flu hosp,56,2
2023-10-07,wk inc flu hosp,02,9
2023-10-07,wk inc flu hosp,01,21
2023-10-07,wk inc flu hosp,05,17
2023-10-07,wk inc flu hosp,04,14
2023-10-07,wk inc flu hosp,06,48
2023-10-07,wk inc flu hosp,08,11
2023-10-07,wk inc flu hosp,09,3
2023-10-07,wk inc flu hosp,11,2
2023-10-07,wk inc flu hosp,10,2
2023-10-07,wk inc flu hosp,12,239
2023-10-07,wk inc flu hosp,13,26
2023-10-07,wk inc flu hosp,15,11
2023-10-07,wk inc flu hosp,19,3
2023-10-07,wk inc flu hosp,16,3
2023-10-07,wk inc flu hosp,17,18
2023-10-07,wk inc flu hosp,18,10
2023-10-07,wk inc flu hosp,20,10
2023-10-07,wk inc flu hosp,21,13
2023-10-07,wk inc flu hosp,22,21
2023-10-07,wk inc flu hosp,25,13
2023-10-07,wk inc flu hosp,24,2
2023-10-07,wk inc flu hosp,23,5
2023-10-07,wk inc flu hosp,26,18
2023-10-07,wk inc flu hosp,27,2
2023-10-07,wk inc flu hosp,29,25
2023-10-07,wk inc flu hosp,28,28
2023-10-07,wk inc flu hosp,30,0
2023-10-07,wk inc flu hosp,37,33
2023-10-07,wk inc flu hosp,38,0
2023-10-07,wk inc flu hosp,31,6
2023-10-07,wk inc flu hosp,33,2
2023-10-07,wk inc flu hosp,34,14
2023-10-07,wk inc flu hosp,35,6
2023-10-07,wk inc flu hosp,32,4
2023-10-07,wk inc flu hosp,36,42
2023-10-07,wk inc flu hosp,39,21
2023-10-07,wk inc flu hosp,40,15
2023-10-07,wk inc flu hosp,41,6
2023-10-07,wk inc flu hosp,42,34
2023-10-07,wk inc flu hosp,72,117
2023-10-07,wk inc flu hosp,44,1
2023-10-07,wk inc flu hosp,45,23
2023-10-07,wk inc flu hosp,46,0
2023-10-07,wk inc flu hosp,47,22
2023-10-07,wk inc flu hosp,48,109
2023-10-07,wk inc flu hosp,US,1109
2023-10-07,wk inc flu hosp,49,4
2023-10-07,wk inc flu hosp,51,54
2023-10-07,wk inc flu hosp,50,0
2023-10-07,wk inc flu hosp,53,4
2023-10-07,wk inc flu hosp,55,9
2023-10-07,wk inc flu hosp,54,2
2023-10-07,wk inc flu hosp,56,7
2023-10-14,wk inc flu hosp,02,17
2023-10-14,wk inc flu hosp,01,27
2023-10-14,wk inc flu hosp,05,18
2023-10-14,wk inc flu hosp,04,27
2023-10-14,wk inc flu hosp,06,65
2023-10-14,wk inc flu hosp,08,14
2023-10-14,wk inc flu hosp,09,3
2023-10-14,wk inc flu hosp,11,2
2023-10-14,wk inc flu hosp,10,0
2023-10-14,wk inc flu hosp,12,208
2023-10-14,wk inc flu hosp,13,34
2023-10-14,wk inc flu hosp,15,16
2023-10-14,wk inc flu hosp,19,1
2023-10-14,wk inc flu hosp,16,2
2023-10-14,wk inc flu hosp,17,19
2023-10-14,wk inc flu hosp,18,23
2023-10-14,wk inc flu hosp,20,3
2023-10-14,wk inc flu hosp,21,20
2023-10-14,wk inc flu hosp,22,28
2023-10-14,wk inc flu hosp,25,17
2023-10-14,wk inc flu hosp,24,4
2023-10-14,wk inc flu hosp,23,4
2023-10-14,wk inc flu hosp,26,21
2023-10-14,wk inc flu hosp,27,6
2023-10-14,wk inc flu hosp,29,21
2023-10-14,wk inc flu hosp,28,20
2023-10-14,wk inc flu hosp,30,0
2023-10-14,wk inc flu hosp,37,19
2023-10-14,wk inc flu hosp,38,1
2023-10-14,wk inc flu hosp,31,9
2023-10-14,wk inc flu hosp,33,0
2023-10-14,wk inc flu hosp,34,16
2023-10-14,wk inc flu hosp,35,3
2023-10-14,wk inc flu hosp,32,8
2023-10-14,wk inc flu hosp,36,24
2023-10-14,wk inc flu hosp,39,19
2023-10-14,wk inc flu hosp,40,38
2023-10-14,wk inc flu hosp,41,7
2023-10-14,wk inc flu hosp,42,44
2023-10-14,wk inc flu hosp,72,105
2023-10-14,wk inc flu hosp,44,1
2023-10-14,wk inc flu hosp,45,26
2023-10-14,wk inc flu hosp,46,0
2023-10-14,wk inc flu hosp,47,33
2023-10-14,wk inc flu hosp,48,177
2023-10-14,wk inc flu hosp,US,1230
2023-10-14,wk inc flu hosp,49,4
2023-10-14,wk inc flu hosp,51,53
2023-10-14,wk inc flu hosp,50,0
2023-10-14,wk inc flu hosp,53,12
2023-10-14,wk inc flu hosp,55,3
2023-10-14,wk inc flu hosp,54,3
2023-10-14,wk inc flu hosp,56,5
2023-10-21,wk inc flu hosp,02,20
2023-10-21,wk inc flu hosp,01,30
2023-10-21,wk inc flu hosp,05,14
2023-10-21,wk inc flu hosp,04,55
2023-10-21,wk inc flu hosp,06,50
2023-10-21,wk inc flu hosp,08,18
2023-10-21,wk inc flu hosp,09,1
2023-10-21,wk inc flu hosp,11,4
2023-10-21,wk inc flu hosp,10,1
2023-10-21,wk inc flu hosp,12,301
2023-10-21,wk inc flu hosp,13,30
2023-10-21,wk inc flu hosp,15,10
2023-10-21,wk inc flu hosp,19,4
2023-10-21,wk inc flu hosp,16,3
2023-10-21,wk inc flu hosp,17,28
2023-10-21,wk inc flu hosp,18,26
2023-10-21,wk inc flu hosp,20,7
2023-10-21,wk inc flu hosp,21,19
2023-10-21,wk inc flu hosp,22,36
2023-10-21,wk inc flu hosp,25,10
2023-10-21,wk inc flu hosp,24,9
2023-10-21,wk inc flu hosp,23,3
2023-10-21,wk inc flu hosp,26,19
2023-10-21,wk inc flu hosp,27,4
2023-10-21,wk inc flu hosp,29,20
2023-10-21,wk inc flu hosp,28,21
2023-10-21,wk inc flu hosp,30,1
2023-10-21,wk inc flu hosp,37,17
2023-10-21,wk inc flu hosp,38,1
2023-10-21,wk inc flu hosp,31,8
2023-10-21,wk inc flu hosp,33,0
2023-10-21,wk inc flu hosp,34,34
2023-10-21,wk inc flu hosp,35,3
2023-10-21,wk inc flu hosp,32,6
2023-10-21,wk inc flu hosp,36,40
2023-10-21,wk inc flu hosp,39,23
2023-10-21,wk inc flu hosp,40,19
2023-10-21,wk inc flu hosp,41,13
2023-10-21,wk inc flu hosp,42,50
2023-10-21,wk inc flu hosp,72,109
2023-10-21,wk inc flu hosp,44,0
2023-10-21,wk inc flu hosp,45,34
2023-10-21,wk inc flu hosp,46,2
2023-10-21,wk inc flu hosp,47,46
2023-10-21,wk inc flu hosp,48,244
2023-10-21,wk inc flu hosp,US,1495
2023-10-21,wk inc flu hosp,49,8
2023-10-21,wk inc flu hosp,51,69
2023-10-21,wk inc flu hosp,50,2
2023-10-21,wk inc flu hosp,53,12
2023-10-21,wk inc flu hosp,55,4
2023-10-21,wk inc flu hosp,54,4
2023-10-21,wk inc flu hosp,56,3
2023-10-28,wk inc flu hosp,02,30
2023-10-28,wk inc flu hosp,01,32
2023-10-28,wk inc flu hosp,05,14
2023-10-28,wk inc flu hosp,04,44
2023-10-28,wk inc flu hosp,06,79
2023-10-28,wk inc flu hosp,08,17
2023-10-28,wk inc flu hosp,09,10
2023-10-28,wk inc flu hosp,11,1
2023-10-28,wk inc flu hosp,10,1
2023-10-28,wk inc flu hosp,12,315
2023-10-28,wk inc flu hosp,13,40
2023-10-28,wk inc flu hosp,15,11
2023-10-28,wk inc flu hosp,19,4
2023-10-28,wk inc flu hosp,16,3
2023-10-28,wk inc flu hosp,17,26
2023-10-28,wk inc flu hosp,18,35
2023-10-28,wk inc flu hosp,20,5
2023-10-28,wk inc flu hosp,21,26
2023-10-28,wk inc flu hosp,22,42
2023-10-28,wk inc flu hosp,25,32
2023-10-28,wk inc flu hosp,24,10
2023-10-28,wk inc flu hosp,23,3
2023-10-28,wk inc flu hosp,26,16
2023-10-28,wk inc flu hosp,27,5
2023-10-28,wk inc flu hosp,29,13
2023-10-28,wk inc flu hosp,28,21
2023-10-28,wk inc flu hosp,30,0
2023-10-28,wk inc flu hosp,37,25
2023-10-28,wk inc flu hosp,38,1
2023-10-28,wk inc flu hosp,31,7
2023-10-28,wk inc flu hosp,33,2
2023-10-28,wk inc flu hosp,34,46
2023-10-28,wk inc flu hosp,35,1
2023-10-28,wk inc flu hosp,32,9
2023-10-28,wk inc flu hosp,36,47
2023-10-28,wk inc flu hosp,39,17
2023-10-28,wk inc flu hosp,40,12
2023-10-28,wk inc flu hosp,41,8
2023-10-28,wk inc flu hosp,42,44
2023-10-28,wk inc flu hosp,72,166
2023-10-28,wk inc flu hosp,44,1
2023-10-28,wk inc flu hosp,45,25
2023-10-28,wk inc flu hosp,46,3
2023-10-28,wk inc flu hosp,47,43
2023-10-28,wk inc flu hosp,48,252
2023-10-28,wk inc flu hosp,US,1633
2023-10-28,wk inc flu hosp,49,6
2023-10-28,wk inc flu hosp,51,64
2023-10-28,wk inc flu hosp,50,0
2023-10-28,wk inc flu hosp,53,7
2023-10-28,wk inc flu hosp,55,8
2023-10-28,wk inc flu hosp,54,4
2023-10-28,wk inc flu hosp,56,0
2023-11-04,wk inc flu hosp,02,32
2023-11-04,wk inc flu hosp,01,40
2023-11-04,wk inc flu hosp,05,19
2023-11-04,wk inc flu hosp,04,51
2023-11-04,wk inc flu hosp,06,110
2023-11-04,wk inc flu hosp,08,35
